item_id	i_category	i_brand	r_complement	r_substitute
1530	8	41	[494, 314, 2164, 1273, 505, 1594, 344, 922, 769, 720, 1819, 204, 743, 1283, 2017, 20, 557, 1619, 1063, 109, 22, 335]	[743, 1819, 1594, 512, 1948]
386	0	0	[]	[2377, 920, 979, 1606, 1833, 2181, 1535, 1569, 1748, 1558, 1489, 570, 1541, 709, 2369, 532, 153, 1836, 1470, 368, 948, 393, 1433, 1356, 409, 956, 2264, 1362, 309]
368	0	2	[1541, 409, 532, 956]	[]
2189	22	26	[927, 908, 451, 45, 811, 502, 1003, 1342, 1998, 977, 1446, 1045, 736, 23, 789, 248, 505, 1331, 839, 271, 744, 550, 207, 230, 204, 1821, 1112, 660, 621, 1181, 20, 986, 1382, 1615, 411, 994, 837]	[1112, 664, 660, 1803, 248, 986, 152, 388, 1342, 186, 656]
666	8	44	[1411, 1410, 780, 2155, 1103, 33, 559, 635, 1016, 1292, 408, 990, 2093, 1352, 471, 892, 496, 1215, 806, 660, 1902, 346, 1389]	[2098, 2050, 89, 1588, 651, 780, 2145, 2184, 33, 635, 2168, 2093, 1549, 2142, 1352, 1051, 620, 2053, 675, 1215, 1426, 2032, 1320, 533, 1937]
1066	8	39	[655, 1886, 2159, 45, 176, 325, 1342, 1536, 1998, 1103, 1609, 1045, 23, 559, 635, 990, 208, 1331, 1192, 744, 572, 207, 805, 230, 1400, 496, 850, 204, 643, 1662, 2017, 418, 20, 1532, 1711, 21, 1902, 973, 1382, 411, 994, 22, 1389, 1289]	[559, 635, 23, 176, 205, 1498, 990, 325, 20, 507, 1525, 21, 1289, 556, 175]
1740	3	24	[451, 1381, 1107, 1460, 1342, 2086, 1067, 1045, 23, 789, 2081, 266, 471, 207, 1030, 1618, 2090, 1122, 1579, 1665, 1960, 2017, 20, 1619, 196, 973, 1190, 411]	[1030, 1960]
877	4	3	[2006, 698, 1435, 837]	[788, 869, 157, 838, 698, 833, 964, 874, 1524, 1670, 837]
1352	8	44	[1412, 1389, 33, 559, 45, 635, 1016, 23, 98, 990, 1902, 2093, 780, 496, 675, 666, 769, 837]	[2050, 89, 1588, 651, 780, 666, 2145, 2184, 33, 635, 2168, 2093, 1549, 2142, 1051, 620, 145, 2054, 2053, 1215, 675, 1426, 2032, 533, 1937]
402	8	46	[1746, 1441, 1131, 1273, 452, 154, 1594, 512, 968, 791, 1366, 860, 1572]	[1441, 1131, 791, 1366, 1572]
931	9	12	[1045, 331, 23, 45, 1163, 298, 1532, 1242, 1571, 1639, 1615, 161, 850, 1344]	[1080, 1045, 427, 1163, 486, 298, 902, 703, 1242, 1571, 1639, 1615, 161, 1536, 1209]
869	4	3	[973, 23, 411]	[1453, 788, 157, 602, 612, 838, 698, 1598, 833, 837, 874, 1524, 877, 1670, 917]
1551	8	0	[]	[33, 1352, 675, 2098, 2032, 990, 1588, 2168, 651, 780, 2053, 1215, 1937]
1261	26	212	[1663, 23, 68]	[993, 2103, 1663]
1679	26	213	[1938, 977]	[2376, 1938]
1571	9	12	[655, 451, 1886, 1474, 45, 2078, 1107, 176, 1342, 161, 2086, 1067, 1133, 1045, 736, 23, 698, 1292, 208, 943, 1666, 1898, 2081, 720, 1912, 572, 207, 2070, 230, 1400, 388, 204, 1855, 643, 1628, 1890, 1662, 2017, 246, 1619, 21, 1711, 1902, 973, 1382, 1615, 411, 1289, 994, 22, 1332]	[1639, 1342, 161, 1536, 1045, 23, 486, 943, 1879, 1666, 2160, 1144, 931, 572, 1400, 230, 204, 1890, 2017, 1070, 298, 487, 1532, 1971, 21, 1615, 994]
1258	17	80	[]	[1024, 1026, 1744, 2136]
393	0	0	[677, 1205, 1290, 961]	[]
409	0	0	[]	[2179, 2377, 961, 920, 979, 1606, 944, 355, 1535, 1569, 1748, 1489, 570, 932, 1541, 2369, 532, 1909, 2404, 706, 368, 948, 393, 1581, 956]
920	11	2	[532, 1581, 554, 570, 1541]	[]
982	4	59	[1788, 445, 777, 2159, 45, 232, 176, 1498, 1411, 1692, 314, 524, 1464, 23, 1589, 1288, 733, 984, 207, 898, 1400, 957, 1613, 994, 1842, 20, 557, 2136, 1063, 109, 973, 434, 411, 2083, 22, 988]	[595, 1047, 1464, 1233, 1823, 984, 1842, 898, 2144, 1063, 1692, 434, 2083, 1589, 1613, 988]
1563	8	39	[1798, 1158, 857, 2159, 176, 1498, 1411, 686, 2085, 531, 2086, 556, 314, 2164, 23, 1273, 1292, 507, 1268, 1992, 922, 720, 760, 183, 566, 543, 508, 891, 2088, 2095, 434, 2027, 22]	[760, 1158, 652, 1765, 1283, 1273, 891, 2139, 2095, 154, 574, 1268, 720]
1978	17	50	[]	[1094, 572, 2136, 411, 1432, 1942]
570	11	0	[1541, 532, 920]	[]
1031	6	97	[655, 1654, 2087, 978, 1998, 1045, 1573, 1331, 642, 271, 342, 1300, 1328, 1321, 2259, 1662, 2017, 1181, 473, 973, 1893, 960]	[]
560	13	0	[2140, 880, 926, 1944, 960]	[]
390	0	8	[407]	[]
638	11	8	[1267, 1822, 1834, 139, 2013, 283, 12, 140]	[]
1266	9	12	[557, 23]	[]
514	6	164	[1652, 147, 2052, 1457, 283, 385, 12, 1239, 140]	[]
1239	6	164	[1652, 147, 2052, 1926, 1763, 1941, 514, 1457]	[]
827	10	214	[113]	[]
633	10	0	[1306, 588, 641, 1874, 1469, 1417, 442]	[]
913	10	0	[]	[1306, 633, 2190, 1871, 1793, 588, 2201, 485, 641, 836, 442, 1874, 1469, 1443, 2138, 1703, 995]
828	10	15	[1957, 1306, 1045, 2190, 1781, 1793, 438, 836, 471, 54, 209, 973, 1717, 900]	[]
438	9	15	[1957, 1306, 2190, 1781, 1528, 580, 828, 1469, 54, 209, 1717, 900, 1862]	[1957, 2190, 828, 54, 209, 822, 843, 900]
716	10	0	[]	[1306, 633, 2190, 485, 641, 836, 1469, 2138, 1417, 1757, 442]
641	10	0	[1417, 633, 1469]	[]
588	10	0	[633]	[]
485	10	0	[1957, 1717, 900, 54]	[]
442	10	0	[]	[1306, 633, 2190, 588, 485, 641, 836, 1229, 1874, 1469, 1443, 2138, 1230, 1315, 1417]
537	10	0	[]	[1219, 1793, 588, 2060, 1874, 1443, 210, 1699, 218, 1757, 1703, 855, 1253, 1862]
480	6	215	[1573, 2017, 219, 1909, 77, 187]	[]
925	19	216	[1129, 1348, 1413, 328, 1656, 1911, 285, 619, 158, 1666, 529, 1727, 344, 1022, 2110, 1552, 2204, 1255]	[206, 614, 1952, 915, 1399, 1739, 2310, 2000, 1484, 2417, 1255]
978	6	164	[320, 342, 1321, 1031, 2017, 1654, 1573, 1662, 1181, 473, 271, 1893, 1328]	[342, 289, 1573, 1031, 236, 473, 279, 642, 271, 1893, 1328]
1268	8	39	[1563, 451, 1158, 2078, 561, 176, 1498, 1411, 686, 531, 1692, 467, 2086, 527, 556, 1067, 2164, 314, 1464, 652, 1292, 1343, 507, 922, 720, 760, 566, 496, 508, 1765, 1283, 1063, 557, 109, 2095, 434, 2027, 22]	[1563, 760, 692, 652, 1283, 1765, 1273, 891, 1498, 1343, 2095, 154, 720]
2121	19	0	[1367, 796, 2340, 1076, 619, 2070, 1666, 2102, 2348, 1987, 344, 1933, 1962]	[1076, 1933]
808	17	217	[451, 2159, 1138, 1342, 1998, 1827, 1045, 23, 1079, 208, 1432, 744, 627, 572, 207, 281, 230, 1400, 892, 1243, 204, 479, 1843, 1665, 418, 2017, 681, 1619, 973, 1615, 1190, 411, 994, 1289]	[627, 411, 1843, 572, 681, 1079, 1712, 1138, 973, 1243, 1432, 1280]
120	8	74	[879, 992, 462, 1257, 119, 1825, 1402, 111, 1625, 118, 553, 761, 609, 1259]	[879, 992, 462, 1257, 761, 1825, 1402, 1625, 553, 2021]
1441	8	46	[760, 1930, 1464, 402, 1100, 2017, 20, 208, 1525, 263, 1845, 829, 791, 850, 1366, 314]	[263, 1366, 791, 402]
1327	19	218	[]	[]
1778	19	10	[1886, 176, 325, 1342, 161, 1133, 1045, 23, 980, 486, 1494, 698, 1666, 507, 1845, 184, 1577, 2160, 2081, 922, 769, 572, 1400, 204, 418, 2017, 1789, 973, 1382, 411, 1344, 1289, 175]	[1576, 1737, 980, 486, 1789, 246, 208, 196, 587, 800, 1577, 1133]
432	3	0	[]	[757, 1734, 211, 264, 1228, 221, 1036, 1876, 327, 1980, 2044]
406	11	0	[]	[]
860	8	49	[844, 1746, 1564, 23, 1131, 1335, 658]	[1746, 1131, 658, 1174, 1060, 1821]
464	13	219	[927, 1776, 960, 678, 2100, 1178, 2087, 790, 255, 1669, 1947, 1032, 1944, 1847]	[]
1898	2	220	[445, 655, 1886, 2159, 45, 1107, 176, 325, 1342, 161, 1609, 1045, 23, 789, 208, 1331, 2160, 2124, 1192, 255, 2081, 744, 1633, 550, 471, 572, 207, 230, 1400, 850, 204, 643, 1890, 1662, 2017, 2156, 20, 1532, 1913, 1619, 21, 1711, 973, 1382, 1615, 434, 411, 1289, 994, 22, 1332]	[1609, 1912, 1662, 1107, 850, 513]
668	19	220	[445, 655, 1886, 1474, 1286, 1342, 161, 1536, 1998, 1609, 1045, 736, 23, 698, 208, 1331, 1845, 2160, 255, 744, 1633, 1000, 550, 572, 694, 230, 1826, 1400, 587, 204, 643, 1453, 1890, 1662, 2017, 246, 20, 1532, 1913, 21, 973, 1615, 411, 994, 1289, 837]	[23, 1662, 572, 285, 208, 1400, 587, 973, 2006, 1577, 994, 1758, 1289, 1000]
448	6	6	[927, 1057, 759, 136, 2087, 811, 1342, 1045, 736, 1331, 642, 82, 271, 255, 186, 1912, 68, 392, 297, 230, 1480, 1647, 1127, 1321, 1662, 2017, 1181, 473, 20, 1532, 1939, 727, 691, 1934, 411, 994, 1289, 1602]	[]
449	36	221	[]	[]
436	11	6	[448, 1057, 101, 1800, 998, 1934, 960, 1614]	[]
1057	6	6	[927, 655, 759, 136, 2087, 1805, 448, 125, 1331, 82, 271, 68, 471, 1480, 1127, 418, 1181, 298, 473, 21, 973, 1382, 1934, 1289]	[]
413	13	0	[1776, 1068, 1181, 142, 653, 211, 998, 458, 505, 1003, 1286, 464, 1934, 994, 1944, 960, 977]	[2389, 2248, 1840, 405, 1630, 1947, 1776, 817, 241, 1944, 1068, 2205, 2238, 1428, 265, 464, 1591, 889, 1276, 2105, 1648, 387, 926, 324, 1610, 128, 1735]
430	11	0	[448, 1057, 1181, 1558]	[]
1453	4	222	[2001, 1707, 1886, 2087, 1342, 1471, 1758, 1609, 23, 789, 1494, 208, 1779, 1331, 1348, 1413, 157, 572, 1400, 587, 1552, 1775, 488, 994, 1390, 1656, 1662, 2017, 1181, 558, 20, 1913, 21, 1922, 973, 1615, 411, 1893, 1289, 837]	[2001, 867, 1413, 1670, 157, 1477, 698, 838, 1598, 833, 964, 1552, 1471, 1972, 1775, 837]
1864	19	83	[285, 1987, 1022, 1758, 23, 698, 619, 1666, 344, 1660, 1413, 253, 2110, 483, 1552, 1590, 1076, 1482, 529, 1657]	[]
1333	1	101	[1983, 288, 1481, 1315, 1981, 484, 1958, 50]	[]
1217	8	9	[1563, 1930, 1158, 885, 176, 1498, 1593, 1411, 1404, 531, 1692, 314, 577, 692, 23, 652, 486, 1292, 1343, 507, 1365, 1268, 720, 1540, 1393, 760, 1157, 648, 1288, 1759, 496, 1437, 508, 1765, 891, 546, 109, 2095, 574, 2027, 22]	[1563, 692, 1157, 652, 1765, 1273, 1437, 891, 1498, 720, 2095, 507, 531, 1268, 314]
1819	8	41	[927, 2159, 747, 494, 329, 1067, 314, 23, 652, 486, 1666, 1594, 1845, 572, 743, 2017, 21, 973, 791, 22]	[743, 775, 1498, 1594, 512, 329]
2033	15	21	[]	[1628, 659, 1897, 2296, 2397, 479, 2351]
2158	8	21	[421, 389, 418, 2017, 973, 849, 1103]	[735, 1628, 1579, 2155, 1462, 659, 389, 1442, 845, 2086, 849, 2012, 1103]
1595	4	96	[1376, 1916, 1015, 968, 1664]	[]
2363	2	223	[460, 2088]	[1169, 2359]
463	2	189	[274, 1944, 1171, 968]	[]
1011	14	224	[669, 1435, 971, 418]	[]
653	7	4	[1045, 1886, 1781, 277, 1635, 2017, 142, 1342, 1899, 230, 1382, 388, 2263, 2092, 1535]	[]
760	8	40	[1563, 451, 1158, 176, 1498, 2085, 531, 494, 314, 2164, 23, 1441, 1273, 507, 1268, 1231, 1098, 720, 1157, 28, 1291, 183, 1295, 1400, 957, 743, 1283, 2139, 976, 452, 1063, 154, 2027, 22, 335]	[1563, 652, 1283, 2139, 1273, 452, 720, 154, 494, 1268, 1098]
472	0	0	[]	[1358, 2396, 2052, 539, 2222, 2218, 2176, 1833, 1152, 548, 2117, 1878, 939, 1489, 1830, 562, 2327, 1479, 871, 1836, 1839, 911, 1909, 2215, 1353, 410, 2092, 1710, 1468, 1372, 2217, 1465, 1356, 1766, 2171, 2264, 1362, 2059, 361, 960]
578	0	0	[]	[2218, 960, 2311]
600	27	2	[231, 2100, 23, 101, 1489, 404, 1032, 1944, 653, 79]	[]
1187	5	0	[478, 163]	[]
820	8	41	[595, 1464, 1798, 1288, 984, 1694, 891, 1498, 2095, 434, 957]	[]
2202	19	12	[747, 285, 1639, 1987, 1022, 1933, 161, 1758, 23, 1494, 619, 729, 2310, 1666, 344, 2160, 1192, 1660, 867, 1413, 796, 2070, 388, 2110, 483, 1243, 1552, 69, 509, 1662, 2017, 418, 1076, 1532, 529, 434, 1962, 1289, 837]	[1367, 328, 796, 747, 1494, 167, 158, 729, 1666, 344, 1038, 483, 781, 69, 1602]
911	6	7	[1737, 539, 410, 149, 1480, 1427, 1142]	[]
567	0	0	[871, 673]	[]
665	6	145	[1042, 2017, 967, 1785, 592, 2117]	[]
1685	3	225	[2078, 1856, 561, 176, 531, 2086, 1067, 2164, 476, 577, 652, 635, 25, 1016, 1292, 507, 922, 720, 1759, 566, 460, 496, 508, 1148, 1902, 2027, 22, 360]	[2078, 1759, 1292, 176, 2027, 507, 460, 496, 2086, 22, 922, 1067]
763	14	89	[1663, 451, 550, 1665, 2017, 1189, 1181, 20, 2089, 208, 230, 1400, 973, 1845, 1342, 744, 1618, 411]	[1189, 2174, 1516]
1990	8	49	[45, 717, 1406, 106, 314, 23, 1151, 104, 1762, 1060, 1821, 725, 103, 557, 315, 2094, 1389, 36, 1736]	[45, 1406, 717, 721, 985, 106, 1265, 23, 1151, 104, 1762, 1821, 725, 103, 557, 315, 2094, 36, 1736]
637	8	48	[731, 1319, 1320, 1945, 1856, 497, 2088, 1620, 732, 260, 1797, 1488]	[731, 1319, 1512, 1856, 497, 1320, 1945, 2088, 1620, 732, 260, 636, 1636]
431	19	4	[1299, 595, 550, 2147, 2340, 747, 1006, 1076, 2070, 619, 2121, 2102, 1666, 2348, 1987, 344, 1933, 1384]	[1299, 550, 2147, 2340, 1006, 1076, 2290, 619, 2102, 1666, 2348, 1081]
1003	7	5	[1609, 2265, 1045, 736, 972, 1927, 1869, 217, 45, 550, 1779, 1355, 1646, 454, 1944, 244, 977, 1614]	[972, 1927, 1869, 217, 454, 270, 169, 115, 244, 1646, 108, 1813, 977, 1726]
977	7	5	[2265, 972, 1869, 217, 698, 915, 1779, 2310, 1003, 454, 244, 1461]	[972, 1927, 1869, 217, 454, 1643, 270, 169, 1779, 244, 1003, 1359, 1646, 108, 1813, 1461, 1726]
972	7	5	[1927, 217, 1181, 1338, 1847, 285, 1779, 1669, 2310, 244, 405, 1003, 1461, 454, 1032, 1944, 960, 977]	[1869, 217, 270, 169, 1779, 222, 244, 1003, 454, 41, 1726, 108, 1813, 977, 1646]
342	6	6	[978, 1031, 2017, 1573, 473, 359, 271, 1342, 1192, 1893, 744, 1289, 994, 1328]	[]
602	4	226	[811, 23, 1189, 1643, 698, 1899, 208, 505, 1268, 1019, 1339, 572, 2070, 1127, 418, 2017, 246, 1913, 1619, 1382, 411, 994, 1289]	[]
576	2	0	[]	[]
689	2	10	[687, 690, 1423]	[687, 690, 1423]
2359	2	0	[]	[2363]
617	0	8	[]	[2052, 1621, 1973, 914, 382, 863, 2045, 2316, 1764, 1146, 1533, 1523, 2327, 2092, 1710, 1473, 1507, 1154, 1372, 544, 2058, 2009, 455, 2171, 1766, 358, 865, 1770, 1715, 933]
1487	21	227	[471, 1460, 422, 973, 496, 2155, 1389, 777]	[]
670	6	145	[866, 2017, 2052, 1763, 12, 810, 622]	[]
1064	7	228	[]	[1313, 1155, 1041, 2410, 2329, 310, 268, 142, 2051, 2323, 2200, 1608, 419, 2402, 653, 1974]
900	10	229	[1957, 1306, 2190, 1793, 438, 828, 1469, 54, 2138, 671, 209, 1717, 1197]	[]
822	10	0	[1957, 843, 1717, 209]	[]
2021	8	74	[879, 1564, 992, 724, 462, 1257, 761, 1853, 1825, 1402, 111, 1625, 118, 553, 112, 1259, 120]	[112, 879, 992, 724, 1257, 1825, 1402, 1625, 553, 761, 118, 120]
593	17	50	[1026, 59, 1107, 176, 952, 362, 1286, 1342, 161, 314, 1464, 23, 486, 2063, 208, 1343, 1024, 507, 1666, 1845, 1393, 1380, 1288, 733, 805, 281, 204, 2017, 1598, 20, 2246, 1524, 973, 574, 434, 1404, 1289]	[1024, 1404, 1026, 281]
645	8	49	[1886, 45, 1107, 657, 176, 1593, 952, 686, 1342, 161, 1536, 1045, 736, 23, 652, 1331, 255, 744, 1438, 1912, 572, 207, 230, 1400, 338, 850, 204, 994, 1662, 2017, 418, 20, 1532, 21, 973, 1382, 1615, 434, 411, 2083, 22, 1389, 1289, 837]	[1498, 686, 531, 527, 314, 1464, 23, 652, 559, 507, 1992, 1100, 418, 20, 546, 109, 21, 434, 22, 1289]
648	8	39	[1777, 2098, 1593, 1588, 531, 1259, 692, 559, 635, 1016, 1292, 1365, 378, 1291, 183, 1932, 460, 2027, 675, 2017, 2032, 1320, 1902, 1404, 636]	[1777, 98, 635, 2078, 1016, 490, 1291, 1292, 183, 990, 1932, 531, 1902, 636]
918	14	0	[]	[]
1845	2	38	[1107, 176, 1498, 325, 1342, 161, 314, 1045, 736, 1464, 23, 486, 208, 1331, 1912, 1901, 572, 230, 1400, 968, 850, 513, 204, 1890, 1662, 2017, 418, 20, 1711, 21, 973, 1382, 434, 411, 994, 22, 1289, 1651]	[1912, 968]
1229	10	230	[1453, 1447, 1781, 2017, 1181, 1967, 1230, 1608, 994, 960, 79]	[]
2132	25	0	[1611]	[1611]
984	4	59	[59, 2159, 1474, 45, 176, 314, 1464, 23, 1331, 1589, 744, 982, 710, 898, 1888, 230, 1826, 1400, 850, 513, 1613, 994, 1821, 2017, 20, 557, 1063, 109, 973, 434, 411, 2083, 22, 777]	[982, 595, 1464, 1233, 898, 2144, 1063, 22, 693, 434, 2083, 1589, 1613, 524, 988]
470	5	37	[474, 190, 478, 163]	[426, 83, 1071, 474, 478, 163, 1187, 190]
615	11	0	[607, 749, 886, 1672]	[]
443	4	3	[1107, 808, 1286, 161, 1067, 1045, 23, 2083, 744, 550, 572, 1400, 1243, 849, 1843, 2017, 1693, 973, 434, 411, 994]	[1342, 1298, 1045, 1079, 839, 1432, 1912, 572, 1400, 230, 388, 1243, 2090, 2017, 612, 1619, 973, 411, 2083]
446	4	3	[595, 1233, 1107, 1464, 23, 1477, 1024, 1666, 344, 443, 982, 850, 1094, 1842, 612, 1598, 1524, 973, 2083, 777]	[595, 1047, 1477, 612, 1744, 1598, 1088, 1524, 1790, 606]
447	4	3	[1367, 285, 1727, 1022, 1758, 1129, 23, 486, 1666, 344, 1577, 935, 2110, 1656, 2017, 1076, 1598, 20, 973, 1657]	[1911, 285, 1727, 1022, 1471, 2204, 1129, 838, 698, 1666, 917, 1348, 1413, 935, 2110, 1552, 1390, 1656, 1076, 1598, 1524, 529, 1657]
564	11	0	[]	[2222, 2218, 1578, 1037, 1830, 2212, 809, 1466, 1909, 347, 1134, 1865, 872, 1766, 541, 2162, 876, 590, 959, 2227]
582	11	2	[549, 778, 706]	[]
783	6	0	[]	[]
767	6	0	[]	[]
768	6	0	[]	[]
794	6	0	[]	[]
742	6	0	[]	[]
782	6	0	[]	[]
776	6	0	[]	[]
824	6	0	[]	[]
771	6	0	[]	[]
498	37	0	[]	[]
523	11	0	[187]	[]
111	8	41	[879, 992, 724, 2139, 1257, 119, 1853, 1065, 1259, 118, 112, 609, 649, 120]	[879, 992, 649, 1257, 119, 1065, 112, 609, 118]
474	5	231	[1750, 1389, 478, 163]	[]
478	5	231	[1103, 211, 474, 2087, 163, 1750, 917]	[426, 83, 1071, 474, 163, 1187, 190, 1750, 470]
544	0	8	[407, 622, 866]	[]
677	6	2	[207, 572, 2017, 282, 353, 230, 1711, 184, 1205, 149, 1290]	[]
541	0	2	[746, 1054, 1224, 1988, 1995, 571]	[]
851	6	232	[1648]	[]
627	17	52	[451, 1460, 1138, 808, 362, 1342, 161, 1045, 736, 23, 1079, 208, 1731, 1900, 572, 207, 1400, 1562, 1243, 513, 204, 1665, 418, 2017, 986, 973, 1615, 434, 411, 988]	[411, 1843, 1079, 1712, 1138, 808, 973, 1243, 1280]
563	11	7	[]	[1627, 2320, 1601, 1606, 944, 291, 548, 107, 239, 1267, 2172, 224, 1607, 638, 2404, 795, 2398, 1222, 1605, 361, 309]
684	4	233	[]	[]
646	8	234	[848, 1568, 1631]	[743, 1568, 543, 1631, 1572, 848]
1589	4	59	[1788, 1930, 2159, 232, 1107, 176, 1498, 1692, 1342, 314, 1464, 23, 1823, 693, 1992, 744, 982, 1912, 984, 898, 2144, 1613, 988, 1821, 1999, 418, 2017, 1842, 20, 557, 546, 21, 1063, 109, 973, 434, 2083, 22, 1651, 777]	[982, 59, 595, 1464, 1233, 232, 1823, 984, 898, 2144, 1063, 109, 1613, 693, 434, 2083, 314]
1344	18	235	[451, 1886, 2159, 1381, 45, 176, 1342, 161, 1536, 2086, 1998, 1067, 1045, 736, 23, 1292, 507, 839, 170, 744, 720, 931, 207, 230, 1400, 388, 204, 643, 994, 418, 2017, 1619, 21, 973, 1382, 1615, 434, 411, 2027, 22, 335, 1289]	[335, 1067]
679	19	0	[]	[]
831	3	162	[2186, 211, 475, 292]	[1104, 1522, 475, 2186, 292]
1669	11	2	[2100, 972, 1581, 2226, 1032, 1944, 1134, 1847, 1614]	[]
2175	8	9	[1788, 2159, 1158, 176, 205, 1498, 325, 531, 2086, 1067, 314, 2164, 1464, 23, 652, 635, 1292, 507, 1165, 1268, 720, 543, 508, 643, 1296, 286, 725, 2017, 1063, 109, 1902, 2027, 22, 1289]	[1165, 176, 1498, 22]
2115	15	21	[451, 1628, 2301, 1619, 1752, 1294, 845, 2025, 2155, 2012, 769]	[2262, 2272, 1186, 1897, 479, 766, 2301, 1130, 1752, 974, 2296, 845, 2351, 2274]
1103	8	55	[659, 2155, 2086, 735, 33, 23, 635, 1016, 1752, 769, 1262, 892, 845, 496, 849, 1628, 1579, 389, 2017, 418, 103, 1186, 20, 21, 2025, 1389]	[735, 1579, 1628, 2086, 389, 990, 1752, 892, 847, 2025, 845, 2155, 849, 1389, 2012, 769]
662	4	3	[]	[1660, 1413, 1927, 698, 915, 270, 529, 1003, 1552, 1484, 977, 837]
832	4	3	[1660, 1413, 293, 788, 1567, 529, 1448, 1420, 1427, 1431]	[1660, 1444, 1413, 1440, 838, 1449, 529, 1448, 1424, 1420, 954, 1427, 2204, 1431, 917]
1283	8	46	[451, 1158, 379, 531, 494, 314, 2164, 1254, 1045, 1464, 23, 559, 652, 1273, 1292, 1268, 922, 720, 760, 1157, 207, 183, 1768, 543, 1437, 513, 2017, 1063, 2095, 154, 434, 2027, 22]	[1563, 760, 1158, 652, 2139, 1273, 1437, 452, 154, 1268, 720]
1339	18	89	[445, 451, 2159, 1381, 1772, 1342, 161, 1536, 1998, 1067, 534, 1045, 736, 23, 1899, 505, 839, 1845, 2160, 2081, 1039, 1323, 266, 572, 1803, 207, 401, 230, 661, 1400, 388, 850, 204, 1855, 2090, 1122, 1662, 418, 298, 246, 807, 20, 1619, 1615, 434, 411, 994, 335, 1332]	[534, 445, 736, 807, 661, 505, 1275, 1323]
1560	8	46	[45, 1163, 494, 161, 1366, 314, 736, 23, 1441, 645, 505, 744, 1912, 572, 694, 513, 643, 1613, 402, 1100, 2017, 1283, 973, 434, 411, 791, 994]	[1441, 1366, 791, 402]
1426	8	26	[1136, 1040, 1112, 635]	[2098, 1856, 2050, 89, 1588, 651, 780, 666, 2145, 2184, 33, 2168, 2093, 1549, 2142, 1352, 1051, 145, 675, 1215, 2053, 1112, 2032, 1320, 533, 1937]
1413	4	215	[2001, 925, 1911, 285, 915, 1936, 1905, 1727, 802, 1022, 1471, 1758, 1129, 1494, 698, 1739, 2310, 1666, 344, 1484, 917, 796, 157, 935, 482, 253, 2110, 483, 1552, 2000, 1023, 1453, 1656, 2017, 1076, 1482, 258, 2202, 529, 1962, 1657, 1891, 1255, 2151]	[2001, 1707, 1869, 1911, 285, 915, 1936, 1727, 1022, 1758, 2204, 1129, 628, 917, 1348, 1660, 2110, 1552, 2000, 1390, 1656, 1482, 1483, 529, 2151]
596	10	230	[]	[1306, 1219, 1793, 588, 641, 836, 1874, 1443, 1033]
562	0	7	[911, 539, 410]	[]
573	0	0	[]	[1364, 2396, 1601, 236, 1606, 2036, 1878, 2250, 632, 562, 1479, 341, 1607, 1466, 1470, 1839, 638, 989, 2215, 2404, 1353, 594, 41, 1372, 2217, 544, 393, 1917, 2009, 541, 1605, 2059, 1517, 361, 309, 615, 708, 953]
581	11	0	[]	[1364, 2396, 2392, 2052, 1601, 1606, 2218, 1833, 1878, 2250, 224, 562, 341, 708, 1836, 1839, 1105, 989, 573, 2215, 2404, 1353, 594, 2092, 2217, 393, 1917, 1433, 541, 2264, 1605, 2059, 361, 615, 2395, 953]
1388	8	43	[45, 325, 1342, 736, 23, 1273, 1899, 922, 720, 28, 1131, 566, 204, 1665, 418, 2017, 20, 1532, 1619, 109, 1335, 1382, 411, 777]	[325, 1131, 1335, 286]
866	6	236	[2017, 2052, 670, 929, 785, 810, 622]	[]
493	8	0	[]	[1257, 649, 1351]
1077	4	11	[1288, 23, 157, 2017, 2070, 1532, 230, 598, 1483, 744, 837]	[1453, 867, 415, 1440, 157, 698, 1598, 833, 598, 1449, 954, 1431, 1670, 837]
598	4	11	[2001, 1886, 1107, 802, 1342, 161, 1286, 1077, 1045, 23, 1494, 698, 1331, 1972, 744, 1912, 550, 1400, 1775, 1453, 2017, 1181, 20, 1711, 973, 1289, 994, 960, 1602, 837]	[1453, 867, 415, 1670, 157, 838, 698, 1598, 833, 954, 1972, 1077, 1775, 837]
1088	4	0	[595, 612, 619, 1905, 2102, 1475, 1524, 606]	[612, 1524, 595, 606]
606	32	0	[595, 23, 612, 1088, 1475, 362, 434]	[595, 1047, 612, 1088, 898, 1598, 1524, 1475]
599	4	0	[867, 834, 23, 838, 598, 973, 411, 1077, 837]	[1348, 1413, 1077, 834, 838, 837, 833, 598, 1449, 244, 1424, 1431, 917]
595	3	0	[1047, 1933, 1218, 23, 1494, 619, 1024, 1666, 344, 2071, 1418, 898, 2070, 903, 1475, 513, 103, 1076, 1063, 2136, 2083]	[1047, 1418, 612, 2144, 898, 903, 2070, 1475, 606]
601	4	0	[445, 1474, 176, 362, 1286, 1342, 1471, 1998, 1077, 1609, 1045, 23, 2198, 789, 838, 698, 208, 1331, 1355, 839, 1898, 744, 815, 1339, 1912, 550, 572, 207, 1712, 230, 1400, 850, 643, 1453, 418, 612, 20, 1532, 1913, 21, 598, 1922, 973, 411, 994, 1289, 837]	[612, 839]
